Artists,Genres,Energy,Acousticness,Danceability
"sor,Ray Fuego,Mac Miller,Kanye West,Sef,SMIB,Hang Youth,Tyler, The Creator,ODIE,GRGY,Ome Omar,ZHU,Childish Gambino,Anderson .Paak,Peter Cat Recording Co.,A$AP Rocky,Schwey,Madeaux,Frank Ocean,Faberyayo,Travis Scott,Yung Nnelg,Tame Impala,Paul Desmond,Vulfpeck,Stan Getz,Tom Misch,Joji,Kendrick Lamar,EARTHGANG,FKJ,Stevie Wonder,Wes Montgomery,Django Reinhardt,João Gilberto,Thundercat,Polo & Pan,Fresku,Yung Internet,veggi,Disclosure,Abel,Black Acid,Spinvis,Jack Johnson,Reinier Zonneveld,Earth, Wind & Fire,Tchami,JID,Still Woozy","dutch hip hop,dutch hip hop,hip hop,pittsburgh rap,rap,chicago rap,rap,dutch hip hop,dutch indie,dutch rock,lowlands hardcore,hip hop,rap,alternative r&b,canadian contemporary r&b,dutch hip hop,dutch hip hop,edm,electro house,atl hip hop,hip hop,rap,escape room,indian electronic,indian indie,new delhi indie,east coast hip hop,hip hop,rap,trap,vapor twitch,alternative r&b,hip hop,lgbtq+ hip hop,neo soul,pop,dutch hip hop,hip hop,rap,slap house,dutch hip hop,australian psych,neo-psychedelic,bebop,bossa nova,cool jazz,jazz,jazz saxophone,vocal jazz,ann arbor indie,funk rock,instrumental funk,bossa nova,cool jazz,jazz,jazz saxophone,latin jazz,samba-jazz,indie soul,jazz pop,alternative r&b,viral pop,conscious hip hop,hip hop,rap,west coast rap,atl hip hop,hip hop,psychedelic hip hop,rap,underground hip hop,filter house,indie soul,adult standards,funk,indie r&b,motown,quiet storm,soul,hard bop,jazz,jazz fusion,jazz guitar,french jazz,gypsy jazz,jazz,jazz guitar,swing,bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao,afrofuturism,dark disco,electro-pop francais,french indietronica,new french touch,dutch hip hop,dutch hip hop,edm,house,pop,uk dance,dutch hip hop,dutch indie,dutch pop,dutch rock,neo mellow,dark techno,disco,funk,jazz funk,quiet storm,soul,bass house,deep groove house,edm,electro house,future house,house,pop dance,progressive house,hip hop,rap,underground hip hop,bedroom pop,oakland indie",,,
